Link Status,Description,IPFS Link,p5.js Versions,Other JS Libraries,Artifact URI HTTP,Artifact URI fxhash,Display URI HTTP,Display URI fxhash,Thumbnail URI HTTP,Thumbnail URI fxhash,Generative URI HTTP,Generative URI fxhash
working,"A Bézier curve is a parametric curve used in computer graphics and related fields it is named after French engineer Pierre Bézier (1910–1999), who used it in the 1960s for designing curves for the bodywork of Renault cars.Other uses include the design of computer fonts and animation. The size of token is compatible with all browsers and devices. You can customize number of Curves and Divisions by changing the parameters. Background color is selected randomly from 19 RGB colors. Curves color is selected randomly from 46 RGB colors. Download and save by pressing ""s"" or ""S"" keys. This will give you a .PNG file whit the name of ""Bezier 1_{hash}"". Minting Instructions Customize number of Curves from 3 to 15 by step of 1. Customize number of Divisions from 4 to 300 by step of 1, It makes the curve more complex.",-,No p5.js found,No other libraries found,-,-,https://gateway.ipfs.io/ipfs/Qmd5FhCu7VFjpphNmDjNkJ5acAmrnbfHuAofdsgNG4ZJPA,https://gateway.fxhash2.xyz/ipfs/Qmd5FhCu7VFjpphNmDjNkJ5acAmrnbfHuAofdsgNG4ZJPA,https://gateway.ipfs.io/ipfs/QmdguL6HC6jRvqf79xta9zuu22rstEATHv11dmmVkjDVGx,https://gateway.fxhash2.xyz/ipfs/QmdguL6HC6jRvqf79xta9zuu22rstEATHv11dmmVkjDVGx,-,-
working,"Watch every thread find its way among the 999.999 other threads. Nothing is written but the present, the past disappears progressively, the future happens in realtime. Snapshot is a random instant so it might be less evocative than other instants but you can snapshot any moment you like with controls. This generator is pure webgl shader code with no external dependency, optimised to be very small to be stored on-chain. It should work as long as browsers support webgl. Yet, it's GPU intensive so run it with a GPU. Sorry if it lags a lot on most mobile phones. Controls You can stop at any step if you like the state at this instant, you can restart it, de/increase resolution (default is 4096x4096 to have sharp image, up to 16K x 16K) and snapshot at any resolution. - H: hide/show help. - Space: pause/start animation. - R: restart animation. - I: hide/show res/fps panel. - A-Q/D: down/up full resolution - S: image instant snapshot - V: video snapshot from start - B: video snapshot start/stop Notes: When downloading image, your browser can limit max image link size (My Chrome limits to 5760x5760, Firefox no). For tuning video capture, you can add url params: - bps: for bits per seconds (""5000000"" (1080p) by default) = codec: to set video codec (""video/webm"" by default). Now, enjoy threadism!",-,No p5.js found,No other libraries found,-,-,https://gateway.ipfs.io/ipfs/QmVPwvBbvW8BdVagPhe7Sd2sEzFwVyFhceUSnD8f1PaWan,https://gateway.fxhash2.xyz/ipfs/QmVPwvBbvW8BdVagPhe7Sd2sEzFwVyFhceUSnD8f1PaWan,https://gateway.ipfs.io/ipfs/QmPRvdWovqjCrHo6wtP34nhnDXvK7xYb5SKxMiL6z9SQjZ,https://gateway.fxhash2.xyz/ipfs/QmPRvdWovqjCrHo6wtP34nhnDXvK7xYb5SKxMiL6z9SQjZ,-,-
working,radial motion mixed with targeted easing and color lerping.  post-processed with a pair of glitch shaders. lovingly crafted with p5.js note: there are a lot of particles at play here - please be patient while it renders.  should only take a few minutes. part of the #objkt4objkt 2024 event. --- press '1' to toggle shaders on/off. press 's' to save a high-quality image to your computer. --- resolution: 2000x2000 format: png libraries: p5.js,https://gateway.fxhash2.xyz/ipfs/QmYCavuhyPD4VYYp3dkZa2icbDe3ZrGyY7s13M4cLwaNwK,3.0.1 / 4.0.1,No other libraries found,https://gateway.ipfs.io/ipfs/QmVbAGBNP6LPLzRif34dnjkACzuANYf4vjCv25F9u8zYKM/?fxhash=ooorvYuyhoBTxcjpqxbTY9swkCfvn4CMQuupy9BXXyN99zfqsp8\u0026fxiteration=1\u0026fxminter=tz1XBRQHqMKDYjQ4HBt1yHtteydK9hVacRyn,https://gateway.fxhash2.xyz/ipfs/QmVbAGBNP6LPLzRif34dnjkACzuANYf4vjCv25F9u8zYKM/?fxhash=ooorvYuyhoBTxcjpqxbTY9swkCfvn4CMQuupy9BXXyN99zfqsp8\u0026fxiteration=1\u0026fxminter=tz1XBRQHqMKDYjQ4HBt1yHtteydK9hVacRyn,https://gateway.ipfs.io/ipfs/QmerY7EKW4WqC6CdQxyXoiQsyDnFkignt2x17Kg5bLGbUv,https://gateway.fxhash2.xyz/ipfs/QmerY7EKW4WqC6CdQxyXoiQsyDnFkignt2x17Kg5bLGbUv,https://gateway.ipfs.io/ipfs/QmZs1rM18t4LuTWP3hSd3pFXedekPydK1ZHipGVSB2LYem,https://gateway.fxhash2.xyz/ipfs/QmZs1rM18t4LuTWP3hSd3pFXedekPydK1ZHipGVSB2LYem,https://gateway.ipfs.io/ipfs/QmVbAGBNP6LPLzRif34dnjkACzuANYf4vjCv25F9u8zYKM,https://gateway.fxhash2.xyz/ipfs/QmVbAGBNP6LPLzRif34dnjkACzuANYf4vjCv25F9u8zYKM
working,"Neon Aurora's Embrace is a serie of generative artworks inspired by the ethereal beauty of the northern lights, combined with a vibrant neon palette. Each piece captures the dynamic and fluid movement of light in the night sky, creating mesmerizing patterns that evolve and shift over time. Save canvas: ""s"" PNG, ""j"" JPG 50% Royalties split with primary token minter Aurora's Embrace / @mylinali / April 2023",https://gateway.fxhash2.xyz/ipfs/QmSgzeVjGcBKc9CLJPWNaFR7Zqm6qFJhzfv6ii52X3UVyR,3.0.1 / 4.0.1,No other libraries found,https://gateway.ipfs.io/ipfs/QmT2TbmWgYFedcof67DByah1RcgX8s5eT5omwGeZFDBCnL/?fxhash=ooXYL9T1SrPnk3Uo7zTR7u61i7GbXRPJvuZWrzseMoU7N7CT2Zp\u0026fxiteration=1\u0026fxminter=tz1CNxNM5N2G3Sk28SPfZ4Kg7zJmQz6HLmPE,https://gateway.fxhash2.xyz/ipfs/QmT2TbmWgYFedcof67DByah1RcgX8s5eT5omwGeZFDBCnL/?fxhash=ooXYL9T1SrPnk3Uo7zTR7u61i7GbXRPJvuZWrzseMoU7N7CT2Zp\u0026fxiteration=1\u0026fxminter=tz1CNxNM5N2G3Sk28SPfZ4Kg7zJmQz6HLmPE,https://gateway.ipfs.io/ipfs/QmUMzXsyQeK4AtBGG8Zmd31bFq3VD9tQE8P3oQ5rs16Hqd,https://gateway.fxhash2.xyz/ipfs/QmUMzXsyQeK4AtBGG8Zmd31bFq3VD9tQE8P3oQ5rs16Hqd,https://gateway.ipfs.io/ipfs/QmRGYHZG7XmZhnWPZfzBCeXtmQdvzmez61gFnXxfMokb6R,https://gateway.fxhash2.xyz/ipfs/QmRGYHZG7XmZhnWPZfzBCeXtmQdvzmez61gFnXxfMokb6R,https://gateway.ipfs.io/ipfs/QmT2TbmWgYFedcof67DByah1RcgX8s5eT5omwGeZFDBCnL,https://gateway.fxhash2.xyz/ipfs/QmT2TbmWgYFedcof67DByah1RcgX8s5eT5omwGeZFDBCnL
working,Digital Testing by Arts of Chet my new works (Digital painting 2024) Thanks for Generated: PureSpider,https://gateway.fxhash2.xyz/ipfs/Qmcsxv6kteQCgjAemb57nuWYsKBUggYGkvhz14mMBYbYMB,3.0.1 / 3.3.0,No other libraries found,https://gateway.ipfs.io/ipfs/QmcQZo5wxDzBCVHrrwFkEpF4PY1krnD4B7fHmWPruKxjM5/?fxhash=ooypApTHsoYBrqtv2tg5a2Swoi65KZohiLJZ9Pj2ban8AKRdeD6\u0026fxiteration=1\u0026fxminter=tz1CkaREEKpRxxEvDfVUxbZPBRjBD5fn7CB8,https://gateway.fxhash2.xyz/ipfs/QmcQZo5wxDzBCVHrrwFkEpF4PY1krnD4B7fHmWPruKxjM5/?fxhash=ooypApTHsoYBrqtv2tg5a2Swoi65KZohiLJZ9Pj2ban8AKRdeD6\u0026fxiteration=1\u0026fxminter=tz1CkaREEKpRxxEvDfVUxbZPBRjBD5fn7CB8,https://gateway.ipfs.io/ipfs/Qmb49mZdeM9YKoYKPMG8ULzDcUHhPx3UiT4HGp8sDPSspS,https://gateway.fxhash2.xyz/ipfs/Qmb49mZdeM9YKoYKPMG8ULzDcUHhPx3UiT4HGp8sDPSspS,https://gateway.ipfs.io/ipfs/QmY4KRmVibyeMAA8AsXjDe8HxNTXSVG4XD5aRk5TJi3LCQ,https://gateway.fxhash2.xyz/ipfs/QmY4KRmVibyeMAA8AsXjDe8HxNTXSVG4XD5aRk5TJi3LCQ,https://gateway.ipfs.io/ipfs/QmcQZo5wxDzBCVHrrwFkEpF4PY1krnD4B7fHmWPruKxjM5,https://gateway.fxhash2.xyz/ipfs/QmcQZo5wxDzBCVHrrwFkEpF4PY1krnD4B7fHmWPruKxjM5
working,CHANGELOG: fixed broken sandbox. import from cdn was being blocked by ipfs and did not realize this until post-mint. --- radial motion mixed with targeted easing and color lerping. post-processed with a pair of glitch shaders. lovingly crafted with p5.js note: there are a lot of particles at play here - please be patient while it renders. should only take a few minutes. part of the #objkt4objkt 2024 event. --- press '1' to toggle shaders on/off. press 's' to save a high-quality image to your computer. --- resolution: 2000x2000 format: png libraries: p5.js,https://gateway.fxhash2.xyz/ipfs/QmdhsNnMpRPQForVf2wZ6uqDCe8UcX77kyq7QFpt6u3Z6Y,3.0.1 / 4.0.1,No other libraries found,https://gateway.ipfs.io/ipfs/QmTc7A76igRr3WDpfvNqfnDo3HASthzQH23eFTUM1UvnoL/?fxhash=ooFcuuSW12Gp4kEfCByvAAPc22BQ2bVpcPWwXTXXNAwgg4N94qo\u0026fxiteration=1\u0026fxminter=tz1E6XuEHo5gqEn7u4TaWDRZT1N7qBZPraTJ,https://gateway.fxhash2.xyz/ipfs/QmTc7A76igRr3WDpfvNqfnDo3HASthzQH23eFTUM1UvnoL/?fxhash=ooFcuuSW12Gp4kEfCByvAAPc22BQ2bVpcPWwXTXXNAwgg4N94qo\u0026fxiteration=1\u0026fxminter=tz1E6XuEHo5gqEn7u4TaWDRZT1N7qBZPraTJ,https://gateway.ipfs.io/ipfs/QmUuGDzV5HPNz4zJiiRKpPKt6V8V5DTaDJjWySfVPBuDDA,https://gateway.fxhash2.xyz/ipfs/QmUuGDzV5HPNz4zJiiRKpPKt6V8V5DTaDJjWySfVPBuDDA,https://gateway.ipfs.io/ipfs/QmNTWyK6n1L3SpaSPbBbxid6ooihosn9K71CtJmmokWZvc,https://gateway.fxhash2.xyz/ipfs/QmNTWyK6n1L3SpaSPbBbxid6ooihosn9K71CtJmmokWZvc,https://gateway.ipfs.io/ipfs/QmTc7A76igRr3WDpfvNqfnDo3HASthzQH23eFTUM1UvnoL,https://gateway.fxhash2.xyz/ipfs/QmTc7A76igRr3WDpfvNqfnDo3HASthzQH23eFTUM1UvnoL
working,"Allenii is a generative art project that mashes up psychedelic fungus and pfp-style pixel art, for fun. Each sprite in this playful collection is a quirky rendition of our mycological friend from the west coast, Psilocybe Allenii. Watch them bug out with the click of your ‘r’ button, or give them a little poke and a pinch to get to know them better.  Created with love for the web3 community, and with so much excitement for 4/20, 2024, by @capnganj. One love <3",https://gateway.fxhash2.xyz/ipfs/Qma13q13h9L43gr6NfFw169oZ6qF6W3BF1t497LyUx3sFL,3.0.1 / 4.0.1,No other libraries found,https://gateway.ipfs.io/ipfs/QmR88Vm26K3YMXubw1GZ888X7aS9RDrHX7c4msJF7oyK9g/?fxhash=oo3YPZ9VriiNhedduKfcKf1534SQs4uYTuDE6R17HZasa41bqHU\u0026fxiteration=1\u0026fxminter=tz1SuVRmPUGw11WdUHrVah8Qwy73DmvWbtPz,https://gateway.fxhash2.xyz/ipfs/QmR88Vm26K3YMXubw1GZ888X7aS9RDrHX7c4msJF7oyK9g/?fxhash=oo3YPZ9VriiNhedduKfcKf1534SQs4uYTuDE6R17HZasa41bqHU\u0026fxiteration=1\u0026fxminter=tz1SuVRmPUGw11WdUHrVah8Qwy73DmvWbtPz,https://gateway.ipfs.io/ipfs/QmeHjEMY6iYMM2MN9dTDiLd5WTgUwix77e5uGQVN7ND62D,https://gateway.fxhash2.xyz/ipfs/QmeHjEMY6iYMM2MN9dTDiLd5WTgUwix77e5uGQVN7ND62D,https://gateway.ipfs.io/ipfs/QmYa2GHTeZdoGagz11Tr9U6q9w9o1eJVb228gRjxFnvZew,https://gateway.fxhash2.xyz/ipfs/QmYa2GHTeZdoGagz11Tr9U6q9w9o1eJVb228gRjxFnvZew,https://gateway.ipfs.io/ipfs/QmR88Vm26K3YMXubw1GZ888X7aS9RDrHX7c4msJF7oyK9g,https://gateway.fxhash2.xyz/ipfs/QmR88Vm26K3YMXubw1GZ888X7aS9RDrHX7c4msJF7oyK9g
working,Generative abstract piece. Created with code in Hydra. Source images belong to Yamal Silcott (my husband). Press [s] to save the image in PNG 19/04/2024 By Daniel Oropeza Made with Hydra. License: CC BY-NC-SA 4.0,https://gateway.fxhash2.xyz/ipfs/QmRMy3rpcRfczon2zZi7GEm61RJGhVLEcnPFku2Ub2BFVN,3.0.1 / 4.0.1,No other libraries found,https://gateway.ipfs.io/ipfs/QmNtqZqHpvhqfaFyturvCuYBErk9qwxtrkdM1tqama1hHS/?fxhash=ooEAtdomGRG2bvpPmiZAk83fkwJ276zufJoV8RVcMNePBHYZ7fF\u0026fxiteration=1\u0026fxminter=tz1zWe4StYeWaaJM9DJwxTB6HX13pgdWafcN,https://gateway.fxhash2.xyz/ipfs/QmNtqZqHpvhqfaFyturvCuYBErk9qwxtrkdM1tqama1hHS/?fxhash=ooEAtdomGRG2bvpPmiZAk83fkwJ276zufJoV8RVcMNePBHYZ7fF\u0026fxiteration=1\u0026fxminter=tz1zWe4StYeWaaJM9DJwxTB6HX13pgdWafcN,https://gateway.ipfs.io/ipfs/QmfRUCgHtH7VYTsPvzXAidvEzxaMbswhdnDhy8ih5kKGUk,https://gateway.fxhash2.xyz/ipfs/QmfRUCgHtH7VYTsPvzXAidvEzxaMbswhdnDhy8ih5kKGUk,https://gateway.ipfs.io/ipfs/QmeBq4rWo5wYoK4xyAPQvXPPHaPwMy9zKQEZBsXNnK4Ydm,https://gateway.fxhash2.xyz/ipfs/QmeBq4rWo5wYoK4xyAPQvXPPHaPwMy9zKQEZBsXNnK4Ydm,https://gateway.ipfs.io/ipfs/QmNtqZqHpvhqfaFyturvCuYBErk9qwxtrkdM1tqama1hHS,https://gateway.fxhash2.xyz/ipfs/QmNtqZqHpvhqfaFyturvCuYBErk9qwxtrkdM1tqama1hHS
working,"Pulling Strings was largly inspired by the seemingly random outputs created with the ""pull-string"" technique, a technique where strings are being used to draw on a paper or canvas. Depending on what kind of string or color is being used, the results can vary a lot. The initial goal was to replicate the technique digitally but I quickly realized that I would need to simulate way too many aspects to get e satisfying result in an acceptable render-time. I therefore tried to embrace the digital environment and let the user easily swap out palettes and backgrounds to try different combinations. The custom-built ""pigments-system"" tries to approximate color-distribution of the real world. Press 'S' to save the current still. Press 'P' to Play/Pause the animation. Press 'R' to reset the canvas and restart the rendering. Press 'V' to toggle the vignette effect. Press 'F' to fast-forward the rendering (if possible). Press 'N' to create a new artwork, just for fun, nowhere saved. Press 'Space' to toggle responsive-mode. It's possible to use the alphanumeric keys to set a high-res resolution (1-9), the higher the number, the higher the resolution, default is 2. - @TeNinEightNFTs Created with p5.js ------------- Special thanks to @MarnixKeller and @neuromantic6 for discovering a bug in the previous release! Another thank you goes to @squiddy_q for helping to verify a bugfix on test-net! Minting Instructions To mint, just follow the on-screen instructions: - Choose the amount of color-blobs you want to place. - Choose a color from the palette and place a blob with click/tapping and holding. The longer you hold, the larger it grows. - Do this for all colors, then select the amount of strings you want to use. - Start ""laying down"" the string with a click/tap and hold until you're satisfied (or the string ended). The GUI on top should help with estimating. Once all strings are layed down, the data is being serialized and the rendering process begins.",-,No p5.js found,No other libraries found,-,-,https://gateway.ipfs.io/ipfs/QmTDXr5GGxzfvDS6mEbbtfGB362XnkHjNhXQU5ZqL8KRz7,https://gateway.fxhash2.xyz/ipfs/QmTDXr5GGxzfvDS6mEbbtfGB362XnkHjNhXQU5ZqL8KRz7,https://gateway.ipfs.io/ipfs/QmdJLUFsa97WwJowp47ySeSbkkod3mKhL9JscwiMWSsexV,https://gateway.fxhash2.xyz/ipfs/QmdJLUFsa97WwJowp47ySeSbkkod3mKhL9JscwiMWSsexV,-,-
working,Tezflow is a limited generative art collection based around flowing lines. P5Js 1370x2048 2024,https://gateway.fxhash2.xyz/ipfs/QmX7PApwLzq9vDrhQKiPqZr4FiNjGX2PybKsGe72HTCB3C,3.0.1 / 4.0.1,No other libraries found,https://gateway.ipfs.io/ipfs/QmYEHhpsNEY4VXALd3WJ7hp4QCSvGSidRTPLMiuEgkPJMe/?fxhash=ooCxHGW77irN3J2mjiM2j6KgzLofCQLzPqk7MnSkA3mhgQ2F8AS\u0026fxiteration=1\u0026fxminter=tz19gxY1L5mBwWr5bFkJPBLbyvfh4J6VXQpS,https://gateway.fxhash2.xyz/ipfs/QmYEHhpsNEY4VXALd3WJ7hp4QCSvGSidRTPLMiuEgkPJMe/?fxhash=ooCxHGW77irN3J2mjiM2j6KgzLofCQLzPqk7MnSkA3mhgQ2F8AS\u0026fxiteration=1\u0026fxminter=tz19gxY1L5mBwWr5bFkJPBLbyvfh4J6VXQpS,https://gateway.ipfs.io/ipfs/QmbZbQ5EwGTrrrmzMiUoeZNejwaHMEiCRwNubcfnVqwMfw,https://gateway.fxhash2.xyz/ipfs/QmbZbQ5EwGTrrrmzMiUoeZNejwaHMEiCRwNubcfnVqwMfw,https://gateway.ipfs.io/ipfs/QmPczZgsQi99TumveQ4GThTpLMR6TBhqcUvT29zQz2Fnod,https://gateway.fxhash2.xyz/ipfs/QmPczZgsQi99TumveQ4GThTpLMR6TBhqcUvT29zQz2Fnod,https://gateway.ipfs.io/ipfs/QmYEHhpsNEY4VXALd3WJ7hp4QCSvGSidRTPLMiuEgkPJMe,https://gateway.fxhash2.xyz/ipfs/QmYEHhpsNEY4VXALd3WJ7hp4QCSvGSidRTPLMiuEgkPJMe
Request Error: 500 Server Error: Internal Server Error for url: https://www.fxhash.xyz/generative/30780,-,-,-,-,-,-,-,-,-,-,-,-
"Request Error: HTTPSConnectionPool(host='www.fxhash.xyz', port=443): Read timed out. (read timeout=5)",-,-,-,-,-,-,-,-,-,-,-,-
working,"A special collection for #objkt4objkt 2024 Taking a very simple concept and sticking to it. Here we divide a space in Voronoi cells, extrude the defined polygons in 3D, and then rotate them along one of the polygon's sides. I was doing research on materials and lighting when I tried this and thought it had some generative merits, and then I heard of the event, so I decided to create a generator with it. All the colors/tints come from the lights, environment and material properties, the volume themselves are always ""white"". Best enjoyed on desktop / Chrome. !!! Be sure the check the menu that you can find by clicking/tapping the BUTTON in the TOP LEFT !!! In this menu you'll find some options to customize and experience the artwork, as well as the exports menu. !!! TO EXPORT CLEAN HIGH RESOLUTION CAPTURES, click the ""EXPORTS"" button in the menu, select your desired resolution then click the ""START CAPTURE"" button. This only works when the generator is running in its own window, so be sure to click the ""OPEN"" button. 2024 - Christophe Ulu Choffel CC BY-NC-ND 4.0 See LICENSE.txt for full details",https://gateway.fxhash2.xyz/ipfs/Qme7GJGYJFFF1MK4bMjkZZmWkoFP1CPKDpFLxZxP7LW2zY,3.0.1 / 4.0.1,No other libraries found,https://gateway.ipfs.io/ipfs/QmeFLVG58tU4oAG5HTtPy92YhikggB7vegj5t6yHwrvqrR/?fxhash=ooiXttxmpcbq1m76Mn55x619Xuu8urD4poWrzGYKDj7mA6WXNK1\u0026fxiteration=1\u0026fxminter=tz1gNrRmZeinADnDhberJNZdWwHbsmBH62zy,https://gateway.fxhash2.xyz/ipfs/QmeFLVG58tU4oAG5HTtPy92YhikggB7vegj5t6yHwrvqrR/?fxhash=ooiXttxmpcbq1m76Mn55x619Xuu8urD4poWrzGYKDj7mA6WXNK1\u0026fxiteration=1\u0026fxminter=tz1gNrRmZeinADnDhberJNZdWwHbsmBH62zy,https://gateway.ipfs.io/ipfs/Qmekx4SsgfuP8CNSLfckbLjPWU6TSX7oiC7H26fFrCw9NM,https://gateway.fxhash2.xyz/ipfs/Qmekx4SsgfuP8CNSLfckbLjPWU6TSX7oiC7H26fFrCw9NM,https://gateway.ipfs.io/ipfs/QmdoeXDtATRrYV9ReLJoBrACGdWBijzdyAHDR3MTQT6Go3,https://gateway.fxhash2.xyz/ipfs/QmdoeXDtATRrYV9ReLJoBrACGdWBijzdyAHDR3MTQT6Go3,https://gateway.ipfs.io/ipfs/QmeFLVG58tU4oAG5HTtPy92YhikggB7vegj5t6yHwrvqrR,https://gateway.fxhash2.xyz/ipfs/QmeFLVG58tU4oAG5HTtPy92YhikggB7vegj5t6yHwrvqrR
Request Error: 500 Server Error: Internal Server Error for url: https://www.fxhash.xyz/generative/30783,-,-,-,-,-,-,-,-,-,-,-,-
"Request Error: HTTPSConnectionPool(host='www.fxhash.xyz', port=443): Read timed out. (read timeout=5)",-,-,-,-,-,-,-,-,-,-,-,-
Request Error: 500 Server Error: Internal Server Error for url: https://www.fxhash.xyz/generative/30785,-,-,-,-,-,-,-,-,-,-,-,-
"Request Error: HTTPSConnectionPool(host='www.fxhash.xyz', port=443): Read timed out. (read timeout=5)",-,-,-,-,-,-,-,-,-,-,-,-
working,"The Rings (SPOKES) explores narratives within the confines of circular arrangements. The ring symbolizes the cyclical and repetitive nature of the universe. The patterns that make up our lives and the world around us are the foundation of endless possibilities. Each piece creates a network of spokes that connect to points on the rings. The spokes introduce an element of chance and dynamism. The interplay between order and chaos creates a visual language that hints at paths taken and unseen networks. The specific pathways and they the way they interact within each piece are unique. This variation invites the viewer to contemplate the unseen: the potential narratives suggested by the paths, the destinations beyond the ring, and the stories whispered by the empty spaces between. That could also be a load of manure. Maybe I just tried to make something that looked interesting and made up something about it after the fact. You'll never know.  Artist: Rickface April 2024",https://gateway.fxhash2.xyz/ipfs/QmRa8uDkmPRoinpkHTqpWswbSMt934NCYaRGd1se2Vy9WG,3.0.1 / 4.0.1,No other libraries found,https://gateway.ipfs.io/ipfs/QmPMFQ3XwmaffgY85hWhrJ1Cy43HkanNy5PVjdA3tZE3Mp/?fxhash=ooNRuMtkEEVLJfUCTJcPeJJrVMbRuVJV4JZo5v8uv17NqgvbZSc\u0026fxiteration=1\u0026fxminter=tz1H7DqZ93yYLxvmG8uiviJRuyfsDDz6KUBP,https://gateway.fxhash2.xyz/ipfs/QmPMFQ3XwmaffgY85hWhrJ1Cy43HkanNy5PVjdA3tZE3Mp/?fxhash=ooNRuMtkEEVLJfUCTJcPeJJrVMbRuVJV4JZo5v8uv17NqgvbZSc\u0026fxiteration=1\u0026fxminter=tz1H7DqZ93yYLxvmG8uiviJRuyfsDDz6KUBP,https://gateway.ipfs.io/ipfs/QmUueWNnbhEBHktb6hBFkEzS2xgdypv3jwbCVGjHAEzEaY,https://gateway.fxhash2.xyz/ipfs/QmUueWNnbhEBHktb6hBFkEzS2xgdypv3jwbCVGjHAEzEaY,https://gateway.ipfs.io/ipfs/QmUsdG14DG4FLpUyGHYErzgYqyxR7wGkc1TaRnCnoGc47W,https://gateway.fxhash2.xyz/ipfs/QmUsdG14DG4FLpUyGHYErzgYqyxR7wGkc1TaRnCnoGc47W,https://gateway.ipfs.io/ipfs/QmPMFQ3XwmaffgY85hWhrJ1Cy43HkanNy5PVjdA3tZE3Mp,https://gateway.fxhash2.xyz/ipfs/QmPMFQ3XwmaffgY85hWhrJ1Cy43HkanNy5PVjdA3tZE3Mp
working,"May is coming soon, my favorite month, I wanted to create, this is what this month reminds me of, below is one of my favorite poems: ""It was of May"" (S. di G.) Verse 1 It was of May, and they were falling into your lap bunches and bunches of red cherries, Fresh was the air and all of the garden was scented with rose, for a hundred paces. It was of May; I, no, I don’t forget a song sung with two voices; more time passes and more I remember fresh was the air and the sweet song. And she said: “Love, love! my love, you’re going far away; you’re leaving me and I count the hours, who knows when you shall return!” I responded: “I will return when the roses return, if this bloom returns in May, then in May I will be here.” Verse 2 And I returned, and now, like that time, we sing together the old song; time passes and the world turns, but true love, no, that doesn’t change course. Of you, my beauty, I fell in love, if you remember, in front of the fountain: The water there inside never dries, and a wound of love never heals. It never heals; that healed if it could be, my joy, amidst this perfumed air I would not be looking at you! And I say to you: “Love, love! my love, returned I have, May returns and love returns, do with me what you wish!”",https://gateway.fxhash2.xyz/ipfs/QmWQQ3F4iu7K4dmdkJ8dP5Z5dNa4jdPUDwWiGhLG2qzA8K,3.0.1 / 4.0.1,No other libraries found,https://gateway.ipfs.io/ipfs/QmeVKm4R3KyNTbL1pGCdY6BwvSZ6GUtoDxdTMvASaboBuF/?fxhash=ooBkPoR7ictK7wm9D5m5NL5zWRv2pJdXosGY6uapjRevJPNZe77\u0026fxiteration=1\u0026fxminter=tz1MTVvZXx7suLPUXDyyYQJEs112CPiApmje,https://gateway.fxhash2.xyz/ipfs/QmeVKm4R3KyNTbL1pGCdY6BwvSZ6GUtoDxdTMvASaboBuF/?fxhash=ooBkPoR7ictK7wm9D5m5NL5zWRv2pJdXosGY6uapjRevJPNZe77\u0026fxiteration=1\u0026fxminter=tz1MTVvZXx7suLPUXDyyYQJEs112CPiApmje,https://gateway.ipfs.io/ipfs/QmXJCXDT9HG44kHn6cJBQ9MahkcsFYQnJVyU2pCuye8zXT,https://gateway.fxhash2.xyz/ipfs/QmXJCXDT9HG44kHn6cJBQ9MahkcsFYQnJVyU2pCuye8zXT,https://gateway.ipfs.io/ipfs/QmY21KbvF7DwiuwvWzXe2hMw6GFfgi3NMdAHmMCbfN5CF6,https://gateway.fxhash2.xyz/ipfs/QmY21KbvF7DwiuwvWzXe2hMw6GFfgi3NMdAHmMCbfN5CF6,https://gateway.ipfs.io/ipfs/QmeVKm4R3KyNTbL1pGCdY6BwvSZ6GUtoDxdTMvASaboBuF,https://gateway.fxhash2.xyz/ipfs/QmeVKm4R3KyNTbL1pGCdY6BwvSZ6GUtoDxdTMvASaboBuF
working,"made with hydra live coding visuals @aipom_shiny brasil, 2024",https://gateway.fxhash2.xyz/ipfs/QmdEG69hcAzosnwufHHcu8UN9yDQJX3srK7rGd74xkLHYY,3.0.1 / 4.0.1,No other libraries found,https://gateway.ipfs.io/ipfs/Qmd7mYepMvYc2XUnFGNqPcA6hnJXA8rjyFHUMis8kCgBZ4/?fxhash=ooAhgg2a1pP44tKdn7fXjsYgGUYdc8RRBP7XPbiSc4FeTz5upmC\u0026fxiteration=1\u0026fxminter=tz1Beji9GU9TPfonJ9BPKPTCKCe9BzD3tcRc,https://gateway.fxhash2.xyz/ipfs/Qmd7mYepMvYc2XUnFGNqPcA6hnJXA8rjyFHUMis8kCgBZ4/?fxhash=ooAhgg2a1pP44tKdn7fXjsYgGUYdc8RRBP7XPbiSc4FeTz5upmC\u0026fxiteration=1\u0026fxminter=tz1Beji9GU9TPfonJ9BPKPTCKCe9BzD3tcRc,https://gateway.ipfs.io/ipfs/Qmc4d9kdA2bDbnnGFosufgL4P7EJPMVzAXXAcusUzqJ1kJ,https://gateway.fxhash2.xyz/ipfs/Qmc4d9kdA2bDbnnGFosufgL4P7EJPMVzAXXAcusUzqJ1kJ,https://gateway.ipfs.io/ipfs/Qmb1Yv37ycE1KAjE5EDGN2e4UFfqVGFfU5TsF3maZQyY6U,https://gateway.fxhash2.xyz/ipfs/Qmb1Yv37ycE1KAjE5EDGN2e4UFfqVGFfU5TsF3maZQyY6U,https://gateway.ipfs.io/ipfs/Qmd7mYepMvYc2XUnFGNqPcA6hnJXA8rjyFHUMis8kCgBZ4,https://gateway.fxhash2.xyz/ipfs/Qmd7mYepMvYc2XUnFGNqPcA6hnJXA8rjyFHUMis8kCgBZ4
